material_id,material_description,common_id1,primary_material_weight_g,comment,invoice_paid_date,year
MAT-30362,Background Material,CID-0527,1421.22,,2025-12-06,2025
MAT-30363,Background Material,CID-0528,4237.82,,2024-04-01,2024
MAT-30364,Background Material,CID-0529,4214.56,,2024-11-05,2025
MAT-30365,Background Material,CID-0530,3274.69,,2025-04-10,2025
MAT-30366,Background Material,CID-0531,1201.51,legacy mapping,2026-03-17,2026
MAT-30367,Background Material,CID-0532,4408.44,,2024-03-05,2024
MAT-30368,Background Material,CID-0533,959.21,confirmed 2025 review,2026-06-11,2026
MAT-30369,Background Material,CID-0534,2148.27,,2024-10-19,2024
MAT-30370,Background Material,CID-0535,4272.32,legacy mapping,2024-06-08,2024
MAT-30371,Background Material,CID-0536,3147.67,legacy mapping,2024-09-19,2025
MAT-30372,Background Material,CID-0537,1046.98,,2025-11-20,2024
MAT-30373,Background Material,CID-0538,838.0,confirmed 2025 review,2026-09-12,2025
MAT-30374,Background Material,CID-0539,2594.94,,2025-12-12,2026
MAT-30375,Background Material,CID-0540,3472.85,confirmed 2025 review,2025-05-19,2025
MAT-30376,Background Material,CID-0541,3190.89,,2024-04-07,2025
MAT-30377,Background Material,CID-0542,4315.98,confirmed 2025 review,2024-05-14,2025
MAT-30378,Background Material,CID-0543,2857.28,legacy mapping,2025-09-03,2024
MAT-30379,Background Material,CID-0544,3758.36,legacy mapping,2025-09-12,2024
MAT-30380,Background Material,CID-0545,2920.23,confirmed 2025 review,2026-10-11,2025
MAT-30381,Background Material,CID-0546,2256.3,confirmed 2025 review,2025-06-26,2025
MAT-30382,Background Material,CID-0547,1585.79,confirmed 2025 review,2024-03-15,2024
MAT-30383,Background Material,CID-0548,1328.86,,2025-02-10,2026
MAT-30384,Background Material,CID-0549,2564.44,,2025-04-04,2024
MAT-30385,Background Material,CID-0550,357.67,,2026-04-11,2024
MAT-30386,Background Material,CID-0551,3375.86,legacy mapping,2025-12-27,2026
MAT-30387,Background Material,CID-0552,4227.4,,2026-10-05,2026
MAT-30388,Background Material,CID-0553,3699.37,legacy mapping,2024-05-10,2025
MAT-30389,Background Material,CID-0554,3915.86,confirmed 2025 review,2025-10-25,2026
MAT-30390,Background Material,CID-0500,60.44,,2025-04-08,2026
MAT-30391,Background Material,CID-0501,3745.94,confirmed 2025 review,2024-09-19,2026
MAT-30392,Background Material,CID-0502,3788.35,confirmed 2025 review,2025-02-11,2024
MAT-30393,Background Material,CID-0503,2144.54,confirmed 2025 review,2024-08-15,2026
MAT-30394,Background Material,CID-0504,151.49,,2026-03-10,2026
MAT-30395,Background Material,CID-0505,49.4,legacy mapping,2025-04-14,2025
MAT-30396,Background Material,CID-0506,3429.13,confirmed 2025 review,2026-09-10,2025
MAT-30397,Background Material,CID-0507,2935.19,,2024-03-11,2026
MAT-30398,Background Material,CID-0508,3149.57,confirmed 2025 review,2025-04-13,2024
MAT-30399,Background Material,CID-0509,2672.92,,2025-02-11,2026
MAT-30400,Background Material,CID-0510,4809.73,legacy mapping,2024-03-04,2026
MAT-30401,Background Material,CID-0511,2764.98,,2026-10-16,2024
MAT-30402,Background Material,CID-0512,934.27,,2025-05-07,2024
MAT-30403,Background Material,CID-0513,1456.24,,2025-01-12,2026
MAT-30404,Background Material,CID-0514,56.22,legacy mapping,2025-07-06,2024
MAT-30405,Background Material,CID-0515,646.56,confirmed 2025 review,2025-12-03,2025
MAT-30406,Background Material,CID-0516,4775.53,,2024-04-10,2025
MAT-30407,Background Material,CID-0517,4089.66,confirmed 2025 review,2024-10-19,2025
MAT-30408,Background Material,CID-0518,2937.87,confirmed 2025 review,2025-04-01,2024
MAT-30409,Background Material,CID-0519,2229.21,confirmed 2025 review,2026-04-17,2025
MAT-30410,Background Material,CID-0520,4551.6,confirmed 2025 review,2025-08-19,2024
MAT-30411,Background Material,CID-0521,3686.72,legacy mapping,2026-08-12,2026
MAT-30412,Background Material,CID-0522,4213.35,legacy mapping,2025-10-27,2024
MAT-30413,Background Material,CID-0523,2075.85,,2026-12-14,2025
MAT-30414,Background Material,CID-0524,1923.94,,2026-10-04,2025
MAT-30415,Background Material,CID-0525,3493.53,,2024-03-09,2026
MAT-30416,Background Material,CID-0526,2689.15,,2026-12-24,2024
MAT-30417,Background Material,CID-0527,4543.77,confirmed 2025 review,2026-02-12,2024
MAT-30418,Background Material,CID-0528,3777.23,legacy mapping,2025-08-06,2025
MAT-30419,Background Material,CID-0529,1037.65,,2025-01-03,2026
MAT-30420,Background Material,CID-0530,3472.73,confirmed 2025 review,2025-06-24,2025
MAT-30421,Background Material,CID-0531,4279.01,confirmed 2025 review,2024-01-09,2024
MAT-30422,Background Material,CID-0532,3545.79,,2025-11-24,2025
MAT-30423,Background Material,CID-0533,2424.31,,2024-09-22,2024
MAT-30424,Background Material,CID-0534,3568.19,confirmed 2025 review,2024-08-27,2025
MAT-30425,Background Material,CID-0535,4207.97,,2024-10-04,2024
MAT-30426,Background Material,CID-0536,1471.43,confirmed 2025 review,2024-02-22,2024
MAT-30427,Background Material,CID-0537,3387.24,,2025-06-06,2024
MAT-30428,Background Material,CID-0538,3572.35,,2025-12-02,2026
MAT-30429,Background Material,CID-0539,4057.75,,2025-12-10,2025
MAT-30430,Background Material,CID-0540,263.02,,2024-07-25,2024
MAT-30431,Background Material,CID-0541,4644.17,legacy mapping,2024-04-03,2024
MAT-30432,Background Material,CID-0542,2108.99,,2025-04-22,2026
MAT-30433,Background Material,CID-0543,316.79,,2026-03-24,2024
MAT-30434,Background Material,CID-0544,221.02,,2025-06-18,2026
MAT-30435,Background Material,CID-0545,948.55,,2026-07-14,2024
MAT-30436,Background Material,CID-0546,1162.81,,2025-06-06,2024
MAT-30437,Background Material,CID-0547,2011.3,legacy mapping,2024-07-07,2025
MAT-30438,Background Material,CID-0548,1101.26,legacy mapping,2026-10-12,2024
MAT-30439,Background Material,CID-0549,337.59,,2025-05-25,2026
MAT-30440,Background Material,CID-0550,2498.38,,2026-09-26,2026
MAT-30441,Background Material,CID-0551,858.12,,2026-06-21,2026
MAT-30442,Background Material,CID-0552,1943.44,,2025-03-21,2026
MAT-30443,Background Material,CID-0553,1590.52,confirmed 2025 review,2024-06-01,2026
MAT-30444,Background Material,CID-0554,4560.6,confirmed 2025 review,2025-09-21,2026
MAT-30445,Background Material,CID-0500,1162.89,,2024-01-20,2024
MAT-30446,Background Material,CID-0501,1544.93,confirmed 2025 review,2024-10-03,2024
MAT-30447,Background Material,CID-0502,688.64,confirmed 2025 review,2025-04-05,2025
MAT-30448,Background Material,CID-0503,1022.72,,2024-12-20,2025
MAT-30449,Background Material,CID-0504,3696.54,legacy mapping,2024-05-11,2026
MAT-30450,Background Material,CID-0505,3935.07,,2026-07-21,2025
MAT-30451,Background Material,CID-0506,3753.0,,2026-06-11,2024
MAT-30452,Background Material,CID-0507,1029.88,,2026-04-26,2026
MAT-30453,Background Material,CID-0508,3481.69,,2026-07-17,2025
MAT-30454,Background Material,CID-0509,918.54,,2024-08-03,2024
MAT-30455,Background Material,CID-0510,261.48,,2024-03-03,2024
MAT-30456,Background Material,CID-0511,2963.56,,2024-09-03,2025
MAT-30457,Background Material,CID-0512,3625.22,legacy mapping,2024-12-07,2024
MAT-30458,Background Material,CID-0513,2120.66,,2025-05-19,2025
MAT-30459,Background Material,CID-0514,4838.66,,2025-08-03,2025
MAT-30460,Background Material,CID-0515,1991.82,,2025-08-14,2026
MAT-30461,Background Material,CID-0516,3047.36,confirmed 2025 review,2024-08-01,2025
MAT-30462,Background Material,CID-0517,2137.56,,2025-10-18,2024
MAT-30463,Background Material,CID-0518,2764.71,,2025-07-15,2025
MAT-30464,Background Material,CID-0519,2268.56,confirmed 2025 review,2026-10-16,2024
MAT-30465,Background Material,CID-0520,1666.84,confirmed 2025 review,2024-03-07,2024
MAT-30466,Background Material,CID-0521,65.16,legacy mapping,2025-07-14,2025
MAT-30467,Background Material,CID-0522,4852.49,legacy mapping,2025-08-10,2026
MAT-30468,Background Material,CID-0523,4937.62,,2025-01-04,2025
MAT-30469,Background Material,CID-0524,4660.72,,2024-07-09,2026
MAT-30470,Background Material,CID-0525,1743.54,confirmed 2025 review,2026-12-12,2026
MAT-30471,Background Material,CID-0526,289.47,confirmed 2025 review,2025-12-08,2024
MAT-30472,Background Material,CID-0527,2389.15,legacy mapping,2026-12-22,2024
MAT-30473,Background Material,CID-0528,3487.66,,2025-10-15,2026
MAT-30474,Background Material,CID-0529,737.69,,2026-10-22,2024
MAT-30475,Background Material,CID-0530,62.67,,2026-12-13,2025
MAT-30476,Background Material,CID-0531,3530.64,,2026-04-14,2024
MAT-30477,Background Material,CID-0532,4148.92,legacy mapping,2026-05-17,2026
MAT-30478,Background Material,CID-0533,3292.77,confirmed 2025 review,2026-05-24,2025
MAT-30479,Background Material,CID-0534,3762.56,,2024-11-19,2025
MAT-30480,Background Material,CID-0535,4071.33,legacy mapping,2026-04-24,2025
MAT-30481,Background Material,CID-0536,3495.35,,2024-08-01,2024
MAT-30482,Background Material,CID-0537,350.14,confirmed 2025 review,2026-07-21,2025
MAT-30483,Background Material,CID-0538,3665.48,,2024-06-06,2026
MAT-30484,Background Material,CID-0539,672.53,confirmed 2025 review,2024-09-04,2025
MAT-30485,Background Material,CID-0540,2835.89,,2024-04-02,2026
MAT-30486,Background Material,CID-0541,914.46,,2025-07-15,2026
MAT-30487,Background Material,CID-0542,4564.94,,2026-03-03,2025
MAT-30488,Background Material,CID-0543,429.45,,2025-02-11,2024
MAT-30489,Background Material,CID-0544,2928.65,confirmed 2025 review,2025-11-25,2024
MAT-30490,Background Material,CID-0545,48.52,legacy mapping,2024-11-19,2024
MAT-30491,Background Material,CID-0546,485.11,,2025-10-17,2025
MAT-30492,Background Material,CID-0547,4660.71,confirmed 2025 review,2025-10-14,2025
MAT-30493,Background Material,CID-0548,1854.55,legacy mapping,2025-04-12,2026
MAT-30494,Background Material,CID-0549,1992.96,,2025-06-26,2024
MAT-30495,Background Material,CID-0550,16.42,confirmed 2025 review,2026-03-01,2026
MAT-30496,Background Material,CID-0551,615.35,legacy mapping,2026-04-12,2025
MAT-30497,Background Material,CID-0552,3092.14,confirmed 2025 review,2026-07-22,2024
MAT-30498,Background Material,CID-0553,16.64,legacy mapping,2024-11-12,2024
MAT-30499,Background Material,CID-0554,4848.02,legacy mapping,2026-08-08,2026
MAT-30500,Background Material,CID-0500,2423.2,,2025-07-16,2026
MAT-30501,Background Material,CID-0501,4285.64,,2026-07-10,2026
MAT-30502,Background Material,CID-0502,976.19,,2026-10-26,2026
MAT-30503,Background Material,CID-0503,2523.68,,2025-02-10,2026
MAT-30504,Background Material,CID-0504,4981.53,confirmed 2025 review,2024-08-04,2025
MAT-30505,Background Material,CID-0505,3313.55,,2024-04-06,2026
MAT-30506,Background Material,CID-0506,3499.85,,2025-12-01,2024
MAT-30507,Background Material,CID-0507,4645.09,legacy mapping,2025-05-08,2026
MAT-30508,Background Material,CID-0508,1288.89,confirmed 2025 review,2026-02-22,2024
MAT-30509,Background Material,CID-0509,4613.76,confirmed 2025 review,2024-12-11,2024
MAT-30510,Background Material,CID-0510,4658.97,,2026-06-13,2026
MAT-30511,Background Material,CID-0511,3715.1,confirmed 2025 review,2026-11-26,2026
MAT-30512,Background Material,CID-0512,4831.27,confirmed 2025 review,2024-04-09,2024
MAT-30513,Background Material,CID-0513,1455.59,,2024-06-24,2026
MAT-30514,Background Material,CID-0514,4686.12,,2026-06-05,2025
MAT-30515,Background Material,CID-0515,4770.39,,2025-01-19,2026
MAT-30516,Background Material,CID-0516,950.1,confirmed 2025 review,2025-06-25,2025
MAT-30517,Background Material,CID-0517,3987.79,,2026-11-20,2026
MAT-30518,Background Material,CID-0518,1111.49,confirmed 2025 review,2024-09-28,2025
MAT-30519,Background Material,CID-0519,1580.32,legacy mapping,2024-08-22,2025
MAT-30520,Background Material,CID-0520,737.98,legacy mapping,2024-12-22,2026
MAT-30521,Background Material,CID-0521,172.68,legacy mapping,2025-09-23,2024
MAT-30522,Background Material,CID-0522,1367.99,confirmed 2025 review,2026-04-16,2025
MAT-30523,Background Material,CID-0523,3521.0,confirmed 2025 review,2024-06-05,2026
MAT-30524,Background Material,CID-0524,1053.85,,2026-12-02,2024
MAT-30525,Background Material,CID-0525,4284.04,confirmed 2025 review,2025-11-28,2024
MAT-30526,Background Material,CID-0526,4955.33,confirmed 2025 review,2025-07-22,2025
MAT-30527,Background Material,CID-0527,4951.58,confirmed 2025 review,2025-02-17,2026
MAT-30528,Background Material,CID-0528,1415.92,,2026-09-13,2024
MAT-30529,Background Material,CID-0529,655.37,,2026-05-15,2026
MAT-30530,Background Material,CID-0530,819.31,,2025-12-16,2025
MAT-30531,Background Material,CID-0531,4486.19,,2024-12-07,2026
MAT-30532,Background Material,CID-0532,3256.54,legacy mapping,2026-10-04,2026
MAT-30533,Background Material,CID-0533,3927.71,,2025-07-22,2024
MAT-30534,Background Material,CID-0534,4630.0,,2025-08-06,2024
MAT-30535,Background Material,CID-0535,587.62,legacy mapping,2026-07-05,2026
MAT-30536,Background Material,CID-0536,3613.03,,2024-02-08,2025
MAT-30537,Background Material,CID-0537,2443.64,,2026-12-13,2026
MAT-30538,Background Material,CID-0538,4955.83,,2025-11-13,2025
MAT-30539,Background Material,CID-0539,3162.04,confirmed 2025 review,2025-01-04,2024
MAT-30540,Background Material,CID-0540,414.1,confirmed 2025 review,2026-11-17,2024
MAT-30541,Background Material,CID-0541,116.11,confirmed 2025 review,2025-12-24,2024
MAT-30542,Background Material,CID-0542,3971.92,,2025-08-21,2026
MAT-30543,Background Material,CID-0543,2168.85,,2024-06-03,2026
MAT-30544,Background Material,CID-0544,4544.49,,2025-12-01,2025
MAT-30545,Background Material,CID-0545,2780.74,confirmed 2025 review,2024-09-27,2026
MAT-30546,Background Material,CID-0546,2695.37,,2024-11-04,2024
MAT-30547,Background Material,CID-0547,4310.16,,2024-09-15,2025
MAT-30548,Background Material,CID-0548,616.1,,2026-04-21,2024
MAT-30549,Background Material,CID-0549,440.02,legacy mapping,2024-02-04,2026
MAT-30550,Background Material,CID-0550,1493.59,,2025-11-01,2024
MAT-30551,Background Material,CID-0551,1503.7,legacy mapping,2026-09-15,2024
MAT-30552,Background Material,CID-0552,2885.78,legacy mapping,2026-06-20,2026
MAT-30553,Background Material,CID-0553,2553.44,,2026-01-08,2024
MAT-30554,Background Material,CID-0554,941.18,legacy mapping,2024-03-20,2026
MAT-30555,Background Material,CID-0500,1080.98,legacy mapping,2025-03-24,2026
MAT-30556,Background Material,CID-0501,2110.65,legacy mapping,2025-07-21,2024
MAT-30557,Background Material,CID-0502,2000.9,,2025-11-14,2026
MAT-30558,Background Material,CID-0503,717.08,,2024-11-24,2025
MAT-30559,Background Material,CID-0504,4976.8,,2026-06-19,2026
MAT-30560,Background Material,CID-0505,3239.21,,2025-03-11,2025
MAT-30561,Background Material,CID-0506,1895.33,,2024-05-04,2026
MAT-30562,Background Material,CID-0507,550.84,confirmed 2025 review,2024-06-21,2024
MAT-30563,Background Material,CID-0508,1814.73,legacy mapping,2025-03-28,2024
MAT-30564,Background Material,CID-0509,1368.96,,2025-04-13,2024
MAT-30565,Background Material,CID-0510,3913.89,,2024-09-24,2025
MAT-30566,Background Material,CID-0511,2944.55,confirmed 2025 review,2024-09-12,2026
MAT-30567,Background Material,CID-0512,2861.22,legacy mapping,2026-05-20,2024
MAT-30568,Background Material,CID-0513,4482.95,,2025-07-06,2025
MAT-30569,Background Material,CID-0514,4030.62,confirmed 2025 review,2025-10-05,2025
MAT-30570,Background Material,CID-0515,48.48,,2026-03-05,2025
MAT-30571,Background Material,CID-0516,2838.24,legacy mapping,2024-12-21,2025
MAT-30572,Background Material,CID-0517,3537.8,,2026-10-14,2026
MAT-30573,Background Material,CID-0518,2289.48,confirmed 2025 review,2025-08-17,2025
MAT-30574,Background Material,CID-0519,1379.84,confirmed 2025 review,2026-12-27,2024
MAT-30575,Background Material,CID-0520,1526.63,,2025-07-25,2025
MAT-30576,Background Material,CID-0521,4226.38,,2024-12-08,2024
MAT-30577,Background Material,CID-0522,826.4,,2024-12-10,2026
MAT-30578,Background Material,CID-0523,4648.02,,2025-11-17,2026
MAT-30579,Background Material,CID-0524,683.01,confirmed 2025 review,2026-11-22,2026
MAT-30580,Background Material,CID-0525,3489.71,confirmed 2025 review,2024-10-07,2026
MAT-30581,Background Material,CID-0526,37.44,confirmed 2025 review,2026-09-24,2025
MAT-30582,Background Material,CID-0527,1221.89,,2026-08-06,2026
MAT-30583,Background Material,CID-0528,4651.0,,2024-02-12,2024
MAT-30584,Background Material,CID-0529,2568.91,,2025-08-13,2024
MAT-30585,Background Material,CID-0530,1867.05,,2025-11-08,2026
MAT-30586,Background Material,CID-0531,4254.03,,2025-05-16,2025
MAT-30587,Background Material,CID-0532,1324.49,,2026-11-19,2025
MAT-30588,Background Material,CID-0533,1088.1,legacy mapping,2026-09-27,2024
MAT-30589,Background Material,CID-0534,4677.14,confirmed 2025 review,2024-06-01,2026
MAT-30590,Background Material,CID-0535,2302.31,legacy mapping,2025-02-01,2025
MAT-30591,Background Material,CID-0536,4451.09,,2025-06-01,2024
MAT-30592,Background Material,CID-0537,2154.59,,2024-09-17,2024
MAT-30593,Background Material,CID-0538,2054.18,confirmed 2025 review,2024-03-25,2026
MAT-30594,Background Material,CID-0539,1251.42,confirmed 2025 review,2025-06-10,2025
MAT-30595,Background Material,CID-0540,2142.28,,2026-05-04,2025
MAT-30596,Background Material,CID-0541,3281.74,confirmed 2025 review,2024-03-12,2026
MAT-30597,Background Material,CID-0542,2170.37,legacy mapping,2026-04-04,2024
MAT-30598,Background Material,CID-0543,1425.21,,2025-07-24,2025
MAT-30599,Background Material,CID-0544,4505.09,,2026-04-16,2026
MAT-30600,Background Material,CID-0545,4914.66,,2025-08-18,2025
MAT-30601,Background Material,CID-0546,3999.3,,2025-07-17,2026
MAT-30602,Background Material,CID-0547,4617.88,confirmed 2025 review,2024-02-04,2024
MAT-30603,Background Material,CID-0548,631.49,legacy mapping,2026-01-25,2026
MAT-30604,Background Material,CID-0549,1183.29,legacy mapping,2025-10-24,2024
MAT-30605,Background Material,CID-0550,2172.21,legacy mapping,2025-08-03,2025
MAT-30606,Background Material,CID-0551,1239.49,,2026-09-06,2024
MAT-30607,Background Material,CID-0552,1406.41,,2025-12-08,2026
MAT-30608,Background Material,CID-0553,4103.23,,2025-12-26,2024
MAT-30609,Background Material,CID-0554,3506.02,,2024-10-21,2026
MAT-30610,Background Material,CID-0500,744.48,,2024-07-02,2025
MAT-30611,Background Material,CID-0501,4952.0,,2025-01-20,2024
MAT-30612,Background Material,CID-0502,455.59,,2025-07-17,2025
MAT-30613,Background Material,CID-0503,3501.09,,2024-06-14,2025
MAT-30614,Background Material,CID-0504,307.69,confirmed 2025 review,2026-01-10,2024
MAT-30615,Background Material,CID-0505,1346.96,legacy mapping,2025-12-14,2024
MAT-30616,Background Material,CID-0506,1599.88,,2024-01-01,2024
MAT-30617,Background Material,CID-0507,3302.49,legacy mapping,2024-05-16,2025
MAT-30618,Background Material,CID-0508,4542.5,,2025-03-09,2025
MAT-30619,Background Material,CID-0509,1818.54,legacy mapping,2024-02-22,2024
MAT-30620,Background Material,CID-0510,3415.12,,2025-06-24,2025
MAT-30621,Background Material,CID-0511,3714.92,legacy mapping,2024-11-09,2024
MAT-30622,Background Material,CID-0512,2922.05,,2024-03-21,2026
MAT-30623,Background Material,CID-0513,3009.57,,2026-11-27,2024
MAT-30624,Background Material,CID-0514,965.44,confirmed 2025 review,2024-02-18,2026
MAT-30625,Background Material,CID-0515,1715.15,confirmed 2025 review,2024-09-24,2024
MAT-30626,Background Material,CID-0516,220.01,,2025-09-23,2025
MAT-30627,Background Material,CID-0517,4458.04,legacy mapping,2025-08-21,2026
MAT-30628,Background Material,CID-0518,588.03,confirmed 2025 review,2024-08-14,2026
MAT-30629,Background Material,CID-0519,4656.73,,2024-10-09,2026
MAT-30630,Background Material,CID-0520,4837.47,legacy mapping,2024-10-02,2026
MAT-30631,Background Material,CID-0521,951.76,confirmed 2025 review,2025-11-18,2026
MAT-30632,Background Material,CID-0522,4857.72,,2025-09-13,2026
MAT-30633,Background Material,CID-0523,3897.08,confirmed 2025 review,2026-05-07,2024
MAT-30634,Background Material,CID-0524,19.0,,2026-12-01,2026
MAT-30635,Background Material,CID-0525,2277.75,legacy mapping,2025-04-10,2026
MAT-30636,Background Material,CID-0526,1343.3,,2024-04-02,2026
MAT-30637,Background Material,CID-0527,1191.85,,2026-03-09,2024
MAT-30638,Background Material,CID-0528,1352.9,,2026-04-27,2024
MAT-30639,Background Material,CID-0529,2673.44,,2026-06-21,2026
MAT-30640,Background Material,CID-0530,4861.12,legacy mapping,2024-12-18,2025
MAT-30641,Background Material,CID-0531,3610.68,confirmed 2025 review,2026-05-11,2024
MAT-30642,Background Material,CID-0532,3130.15,,2025-04-24,2025
MAT-30643,Background Material,CID-0533,884.5,,2026-11-28,2026
MAT-30644,Background Material,CID-0534,533.11,confirmed 2025 review,2026-05-28,2026
MAT-30645,Background Material,CID-0535,3171.89,,2025-04-11,2025
MAT-30646,Background Material,CID-0536,1020.39,confirmed 2025 review,2024-08-08,2026
MAT-30647,Background Material,CID-0537,3631.7,legacy mapping,2024-08-03,2025
MAT-30648,Background Material,CID-0538,908.39,,2024-04-19,2025
MAT-30649,Background Material,CID-0539,4716.83,,2026-05-01,2025
MAT-30650,Background Material,CID-0540,815.43,,2025-11-20,2024
MAT-30651,Background Material,CID-0541,348.2,,2025-04-15,2026
MAT-30652,Background Material,CID-0542,4851.96,,2026-09-05,2026
MAT-30653,Background Material,CID-0543,3752.47,,2026-02-13,2025
MAT-30654,Background Material,CID-0544,104.56,,2026-01-05,2024
MAT-30655,Background Material,CID-0545,3850.82,legacy mapping,2024-11-20,2024
MAT-30656,Background Material,CID-0546,3962.21,,2024-09-24,2025
MAT-30657,Background Material,CID-0547,4263.75,,2024-03-16,2026
MAT-30658,Background Material,CID-0548,4462.06,,2025-06-16,2024
MAT-30659,Background Material,CID-0549,1219.8,legacy mapping,2026-09-04,2024
MAT-30660,Background Material,CID-0550,4124.8,,2026-05-04,2026
MAT-30661,Background Material,CID-0551,4432.4,confirmed 2025 review,2024-01-08,2024
MAT-30662,Background Material,CID-0552,1134.15,confirmed 2025 review,2024-06-21,2025
MAT-30663,Background Material,CID-0553,1130.2,confirmed 2025 review,2026-12-27,2024
MAT-30664,Background Material,CID-0554,2459.61,,2024-02-10,2025
MAT-30665,Background Material,CID-0500,382.37,legacy mapping,2024-06-03,2024
MAT-30666,Background Material,CID-0501,3022.93,,2025-09-11,2026
MAT-30667,Background Material,CID-0502,907.65,confirmed 2025 review,2024-11-22,2025
MAT-30668,Background Material,CID-0503,3124.17,legacy mapping,2025-02-09,2025
MAT-30669,Background Material,CID-0504,3309.0,legacy mapping,2026-02-26,2024
MAT-30670,Background Material,CID-0505,4308.71,,2026-03-11,2024
MAT-30671,Background Material,CID-0506,1953.61,confirmed 2025 review,2024-02-19,2025
MAT-30672,Background Material,CID-0507,4797.97,legacy mapping,2024-02-11,2024
MAT-30673,Background Material,CID-0508,910.18,confirmed 2025 review,2025-06-16,2025
MAT-30674,Background Material,CID-0509,2406.96,confirmed 2025 review,2026-11-11,2024
MAT-30675,Background Material,CID-0510,4010.9,,2025-07-18,2025
MAT-30676,Background Material,CID-0511,2694.2,confirmed 2025 review,2026-09-27,2024
MAT-30677,Background Material,CID-0512,1923.75,confirmed 2025 review,2026-10-25,2026
MAT-30678,Background Material,CID-0513,4056.65,,2026-02-08,2025
MAT-30679,Background Material,CID-0514,15.33,,2025-09-16,2024
MAT-30680,Background Material,CID-0515,4604.6,,2025-06-28,2024
MAT-30681,Background Material,CID-0516,1474.19,,2026-07-08,2024
MAT-30682,Background Material,CID-0517,4139.28,,2026-03-04,2026
MAT-30683,Background Material,CID-0518,3520.11,confirmed 2025 review,2026-01-23,2025
MAT-30684,Background Material,CID-0519,1859.05,,2026-10-03,2025
MAT-30685,Background Material,CID-0520,4187.35,,2024-03-12,2024
MAT-30686,Background Material,CID-0521,395.89,,2024-10-27,2025
MAT-30687,Background Material,CID-0522,749.44,,2025-12-05,2026
MAT-30688,Background Material,CID-0523,2637.72,legacy mapping,2025-07-24,2025
MAT-30689,Background Material,CID-0524,2220.42,,2025-02-05,2024
MAT-30690,Background Material,CID-0525,4405.9,,2026-03-17,2024
MAT-30691,Background Material,CID-0526,55.33,confirmed 2025 review,2026-08-18,2026
MAT-30692,Background Material,CID-0527,4147.76,legacy mapping,2026-04-14,2024
MAT-30693,Background Material,CID-0528,1359.87,,2026-07-05,2026
MAT-30694,Background Material,CID-0529,1060.11,,2024-07-06,2026
MAT-30695,Background Material,CID-0530,4879.96,,2026-08-16,2025
MAT-30696,Background Material,CID-0531,3263.85,confirmed 2025 review,2025-03-02,2025
MAT-30697,Background Material,CID-0532,3233.59,,2025-02-04,2024
MAT-30698,Background Material,CID-0533,1814.15,legacy mapping,2024-04-10,2024
MAT-30699,Background Material,CID-0534,2708.3,,2024-10-01,2025
MAT-30700,Background Material,CID-0535,939.53,,2026-01-08,2025
MAT-30701,Background Material,CID-0536,426.11,,2026-08-02,2024
MAT-30702,Background Material,CID-0537,1573.59,legacy mapping,2024-06-25,2025
MAT-30703,Background Material,CID-0538,4793.74,,2025-07-24,2025
MAT-30704,Background Material,CID-0539,4869.28,,2025-07-24,2026
MAT-30705,Background Material,CID-0540,505.91,,2024-10-26,2025
MAT-30706,Background Material,CID-0541,2385.29,,2025-03-05,2026
MAT-30707,Background Material,CID-0542,2316.07,,2026-04-07,2026
MAT-30708,Background Material,CID-0543,3271.45,,2026-09-24,2026
MAT-30709,Background Material,CID-0544,3257.32,legacy mapping,2025-03-11,2025
MAT-30710,Background Material,CID-0545,1802.22,confirmed 2025 review,2024-12-25,2026
MAT-30711,Background Material,CID-0546,1938.78,,2026-10-03,2024
MAT-30712,Background Material,CID-0547,2834.94,confirmed 2025 review,2024-01-05,2025
MAT-30713,Background Material,CID-0548,2736.13,,2025-02-15,2025
MAT-30714,Background Material,CID-0549,849.42,legacy mapping,2024-02-09,2026
MAT-30715,Background Material,CID-0550,1817.28,,2024-03-23,2025
MAT-30716,Background Material,CID-0551,1290.46,confirmed 2025 review,2025-08-21,2024
MAT-30717,Background Material,CID-0552,4699.21,confirmed 2025 review,2024-06-28,2025
MAT-30718,Background Material,CID-0553,2005.3,,2025-06-17,2026
MAT-30719,Background Material,CID-0554,4760.27,legacy mapping,2024-11-14,2026
MAT-30720,Background Material,CID-0500,2251.01,,2026-11-02,2026
MAT-30721,Background Material,CID-0501,3953.16,,2024-02-10,2025
MAT-30722,Background Material,CID-0502,791.87,confirmed 2025 review,2024-04-13,2025
MAT-30723,Background Material,CID-0503,3346.08,legacy mapping,2025-08-21,2026
MAT-30724,Background Material,CID-0504,4500.73,confirmed 2025 review,2024-02-06,2026
MAT-30725,Background Material,CID-0505,542.63,confirmed 2025 review,2025-04-13,2025
MAT-30726,Background Material,CID-0506,323.29,legacy mapping,2026-08-07,2026
MAT-30727,Background Material,CID-0507,3706.68,,2025-08-02,2026
MAT-30728,Background Material,CID-0508,779.55,confirmed 2025 review,2024-11-07,2025
MAT-30729,Background Material,CID-0509,2841.46,confirmed 2025 review,2024-06-26,2025
MAT-30730,Background Material,CID-0510,4892.83,,2024-04-28,2024
MAT-30731,Background Material,CID-0511,4763.27,confirmed 2025 review,2025-05-21,2024
MAT-30732,Background Material,CID-0512,418.87,,2025-07-03,2025
MAT-30733,Background Material,CID-0513,4369.01,confirmed 2025 review,2025-09-07,2026
MAT-30734,Background Material,CID-0514,4465.47,,2024-02-14,2025
